tweet,label
صراحة تصرفات طحلبي مريبة وما تليق بجمهور الرياضة. المباراة مع الفيصلي انتهت بنتيجة 3-2,hate
صراحة تصرفات طحلبي مريبة وما تليق بجمهور الرياضة.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طاقيه. المباراة مع الأهلي انتهت بنتيجة 1-0,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا. المباراة مع الاتحاد انتهت بنتيجة 3-5,hate
اللي يلعبون زي طحلبي ما يستاهلوا التشكيل الاساسي. المباراة مع الفتح انتهت بنتيجة 0-0,hate
مرة ثانية خدمي يحطمون الآمال، لازم حل جذري. المباراة مع ضمك انتهت بنتيجة 1-5,hate
مرة ثانية طحلبي يحطمون الآمال، لازم حل جذري. المباراة مع ضمك انتهت بنتيجة 3-0,hate
كالعادة فقراوي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
اللي يلعبون زي خدمي ما يستاهلوا التشكيل الاساسي. المباراة مع الفتح انتهت بنتيجة 3-3,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طحلبي.,hate
طاقيه خرابيط، لازم إدارة تغيّر طريقة الاختيار.,hate
بعض اللاعبين مثل طحلبي يضحكون على جمهورهم باللعب هذا.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طحلبي.,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الاتحاد انتهت بنتيجة 0-2,hate
طاقيه خرابيط، لازم إدارة تغيّر طريقة الاختيار.,hate
اللي يلعبون زي خدمي ما يستاهلوا التشكيل الاساسي. المباراة مع الوحدة انتهت بنتيجة 4-3,hate
مرة ثانية طحلبي يحطمون الآمال، لازم حل جذري.,hate
أداء فاشل من طاقيه اليوم، حسّونّا بالإحباط. المباراة مع الهلال انتهت بنتيجة 2-2,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طحلبي. المباراة مع النصر انتهت بنتيجة 4-2,hate
خدمي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الوحدة انتهت بنتيجة 0-5,hate
مرة ثانية طاقيه يحطمون الآمال، لازم حل جذري. المباراة مع النصر انتهت بنتيجة 0-1,hate
فين الاحتراف؟ خدمي دايمًا بدون خطة واضحة. المباراة مع الاتحاد انتهت بنتيجة 1-4,hate
صراحة تصرفات طحلبي مريبة وما تليق بجمهور الرياضة. المباراة مع النصر انتهت بنتيجة 3-1,hate
أداء فاشل من فقراوي اليوم، حسّونّا بالإحباط.,hate
كالعادة طحلبي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الفيصلي انتهت بنتيجة 3-1,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل فقراوي.,hate
أداء فاشل من طاقيه اليوم، حسّونّا بالإحباط.,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل فقراوي. المباراة مع النصر انتهت بنتيجة 0-0,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة.,hate
اللي يلعبون زي خدمي ما يستاهلوا التشكيل الاساسي.,hate
طاقيه ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الفتح انتهت بنتيجة 3-4,hate
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط. المباراة مع الهلال انتهت بنتيجة 1-0,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا. المباراة مع الاتحاد انتهت بنتيجة 2-3,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل فقراوي.,hate
فين الاحتراف؟ طحلبي دايمًا بدون خطة واضحة.,hate
بعض اللاعبين مثل طحلبي يضحكون على جمهورهم باللعب هذا.,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة.,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع ضمك انتهت بنتيجة 4-4,hate
كالعادة فقراوي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الفيصلي انتهت بنتيجة 0-1,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
مرة ثانية طحلبي يحطمون الآمال، لازم حل جذري.,hate
بعض اللاعبين مثل طحلبي يضحكون على جمهورهم باللعب هذا. المباراة مع الفيصلي انتهت بنتيجة 2-2,hate
فقراوي خرابيط، لازم إدارة تغيّر طريقة الاختيار. المباراة مع الفتح انتهت بنتيجة 4-0,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طاقيه. المباراة مع الأهلي انتهت بنتيجة 2-2,hate
طاقيه خرابيط، لازم إدارة تغيّر طريقة الاختيار.,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة.,hate
فقراوي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل خدمي. المباراة مع الاتحاد انتهت بنتيجة 4-5,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل خدمي. المباراة مع ضمك انتهت بنتيجة 4-5,hate
خدمي خرابيط، لازم إدارة تغيّر طريقة الاختيار. المباراة مع الوحدة انتهت بنتيجة 3-5,hate
خدمي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الاتحاد انتهت بنتيجة 1-1,hate
كالعادة خدمي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة.,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الوحدة انتهت بنتيجة 0-5,hate
طاقيه خرابيط، لازم إدارة تغيّر طريقة الاختيار. المباراة مع الفتح انتهت بنتيجة 4-2,hate
أداء فاشل من طاقيه اليوم، حسّونّا بالإحباط. المباراة مع الرائد انتهت بنتيجة 1-0,hate
اللي يلعبون زي فقراوي ما يستاهلوا التشكيل الاساسي.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طاقيه.,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة. المباراة مع الرائد انتهت بنتيجة 5-2,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الاتحاد انتهت بنتيجة 0-2,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة.,hate
أداء فاشل من طاقيه اليوم، حسّونّا بالإحباط.,hate
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط. المباراة مع الفيصلي انتهت بنتيجة 5-2,hate
بعض اللاعبين مثل خدمي يضحكون على جمهورهم باللعب هذا.,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة. المباراة مع الاتحاد انتهت بنتيجة 2-5,hate
مرة ثانية طاقيه يحطمون الآمال، لازم حل جذري. المباراة مع الرائد انتهت بنتيجة 1-5,hate
فقراوي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الشباب انتهت بنتيجة 5-2,hate
فقراوي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الرائد انتهت بنتيجة 0-2,hate
فين الاحتراف؟ طحلبي دايمًا بدون خطة واضحة. المباراة مع ضمك انتهت بنتيجة 3-5,hate
أداء فاشل من طحلبي اليوم، حسّونّا بالإحباط.,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط.,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة.,hate
بعض اللاعبين مثل فقراوي يضحكون على جمهورهم باللعب هذا. المباراة مع النصر انتهت بنتيجة 0-1,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع ضمك انتهت بنتيجة 2-5,hate
كالعادة فقراوي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الفتح انتهت بنتيجة 0-4,hate
اللي يلعبون زي خدمي ما يستاهلوا التشكيل الاساسي. المباراة مع ضمك انتهت بنتيجة 4-3,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة. المباراة مع الفيصلي انتهت بنتيجة 2-5,hate
كالعادة خدمي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الفتح انتهت بنتيجة 1-2,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة. المباراة مع الفيصلي انتهت بنتيجة 3-0,hate
مرة ثانية طحلبي يحطمون الآمال، لازم حل جذري. المباراة مع الهلال انتهت بنتيجة 3-4,hate
بعض اللاعبين مثل خدمي يضحكون على جمهورهم باللعب هذا. المباراة مع النصر انتهت بنتيجة 2-1,hate
مرة ثانية خدمي يحطمون الآمال، لازم حل جذري. المباراة مع الأهلي انتهت بنتيجة 4-0,hate
كالعادة فقراوي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع ضمك انتهت بنتيجة 1-2,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طاقيه.,hate
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط.,hate
فين الاحتراف؟ خدمي دايمًا بدون خطة واضحة.,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا. المباراة مع الاتحاد انتهت بنتيجة 5-3,hate
صراحة تصرفات خدمي مريبة وما تليق بجمهور الرياضة.,hate
خدمي خرابيط، لازم إدارة تغيّر طريقة الاختيار. المباراة مع الفتح انتهت بنتيجة 1-1,hate
مرة ثانية طاقيه يحطمون الآمال، لازم حل جذري. المباراة مع الاتحاد انتهت بنتيجة 4-5,hate
مرة ثانية فقراوي يحطمون الآمال، لازم حل جذري.,hate
خدمي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع النصر انتهت بنتيجة 4-0,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة. المباراة مع الأهلي انتهت بنتيجة 1-1,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الفتح انتهت بنتيجة 3-1,hate
صراحة تصرفات طحلبي مريبة وما تليق بجمهور الرياضة. المباراة مع الرائد انتهت بنتيجة 5-0,hate
فقراوي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الاتحاد انتهت بنتيجة 0-1,hate
كالعادة خدمي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الفتح انتهت بنتيجة 1-4,hate
اللي يلعبون زي طاقيه ما يستاهلوا التشكيل الاساسي. المباراة مع الأهلي انتهت بنتيجة 0-5,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الفتح انتهت بنتيجة 3-2,hate
طحلبي خرابيط، لازم إدارة تغيّر طريقة الاختيار. المباراة مع الرائد انتهت بنتيجة 4-3,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة. المباراة مع الفيصلي انتهت بنتيجة 2-3,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طاقيه.,hate
مرة ثانية خدمي يحطمون الآمال، لازم حل جذري. المباراة مع الفتح انتهت بنتيجة 4-1,hate
فقراوي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طاقيه.,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا.,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
فقراوي خرابيط، لازم إدارة تغيّر طريقة الاختيار. المباراة مع الأهلي انتهت بنتيجة 2-3,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة.,hate
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط. المباراة مع الفيصلي انتهت بنتيجة 3-2,hate
أداء فاشل من طحلبي اليوم، حسّونّا بالإحباط.,hate
مرة ثانية طاقيه يحطمون الآمال، لازم حل جذري. المباراة مع الوحدة انتهت بنتيجة 3-4,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة. المباراة مع الفيصلي انتهت بنتيجة 3-1,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا. المباراة مع الرائد انتهت بنتيجة 3-3,hate
فين الاحتراف؟ طحلبي دايمًا بدون خطة واضحة. المباراة مع الأهلي انتهت بنتيجة 2-1,hate
أداء فاشل من طاقيه اليوم، حسّونّا بالإحباط. المباراة مع النصر انتهت بنتيجة 0-1,hate
مرة ثانية طاقيه يحطمون الآمال، لازم حل جذري.,hate
طاقيه ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط.,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
فين الاحتراف؟ خدمي دايمًا بدون خطة واضحة.,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل فقراوي. المباراة مع الأهلي انتهت بنتيجة 1-4,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الأهلي انتهت بنتيجة 4-2,hate
صراحة تصرفات طحلبي مريبة وما تليق بجمهور الرياضة. المباراة مع الفتح انتهت بنتيجة 1-5,hate
طاقيه ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
فين الاحتراف؟ طحلبي دايمًا بدون خطة واضحة.,hate
كالعادة طحلبي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الأهلي انتهت بنتيجة 4-0,hate
فقراوي خرابيط، لازم إدارة تغيّر طريقة الاختيار.,hate
طاقيه ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
خدمي خرابيط، لازم إدارة تغيّر طريقة الاختيار.,hate
مرة ثانية خدمي يحطمون الآمال، لازم حل جذري. المباراة مع الأهلي انتهت بنتيجة 3-4,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل فقراوي.,hate
كالعادة طحلبي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الأهلي انتهت بنتيجة 4-4,hate
كالعادة طحلبي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
مرة ثانية طاقيه يحطمون الآمال، لازم حل جذري. المباراة مع الشباب انتهت بنتيجة 3-2,hate
اللي يلعبون زي فقراوي ما يستاهلوا التشكيل الاساسي.,hate
مرة ثانية فقراوي يحطمون الآمال، لازم حل جذري. المباراة مع ضمك انتهت بنتيجة 5-2,hate
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط. المباراة مع الوحدة انتهت بنتيجة 4-0,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
كالعادة طحلبي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الشباب انتهت بنتيجة 5-2,hate
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط. المباراة مع الوحدة انتهت بنتيجة 5-0,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة. المباراة مع الهلال انتهت بنتيجة 5-4,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة. المباراة مع الوحدة انتهت بنتيجة 4-4,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل خدمي.,hate
اللي يلعبون زي طحلبي ما يستاهلوا التشكيل الاساسي. المباراة مع الهلال انتهت بنتيجة 3-5,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة.,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة. المباراة مع النصر انتهت بنتيجة 3-5,hate
كالعادة خدمي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الوحدة انتهت بنتيجة 0-5,hate
فين الاحتراف؟ فقراوي دايمًا بدون خطة واضحة.,hate
مرة ثانية طاقيه يحطمون الآمال، لازم حل جذري.,hate
اللي يلعبون زي طاقيه ما يستاهلوا التشكيل الاساسي. المباراة مع الوحدة انتهت بنتيجة 0-4,hate
اللي يلعبون زي طحلبي ما يستاهلوا التشكيل الاساسي. المباراة مع الوحدة انتهت بنتيجة 1-5,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الفتح انتهت بنتيجة 4-0,hate
خدمي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل فقراوي.,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة. المباراة مع الاتحاد انتهت بنتيجة 2-5,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل فقراوي. المباراة مع الأهلي انتهت بنتيجة 1-1,hate
طاقيه خرابيط، لازم إدارة تغيّر طريقة الاختيار. المباراة مع الهلال انتهت بنتيجة 5-5,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل فقراوي.,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة.,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
كالعادة خدمي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع النصر انتهت بنتيجة 4-0,hate
فقراوي خرابيط، لازم إدارة تغيّر طريقة الاختيار. المباراة مع الوحدة انتهت بنتيجة 3-1,hate
بعض اللاعبين مثل طحلبي يضحكون على جمهورهم باللعب هذا. المباراة مع الشباب انتهت بنتيجة 3-2,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة. المباراة مع الوحدة انتهت بنتيجة 5-0,hate
صراحة تصرفات خدمي مريبة وما تليق بجمهور الرياضة.,hate
طاقيه خرابيط، لازم إدارة تغيّر طريقة الاختيار.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل خدمي.,hate
صراحة تصرفات طحلبي مريبة وما تليق بجمهور الرياضة. المباراة مع الفتح انتهت بنتيجة 2-3,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة.,hate
صراحة تصرفات طحلبي مريبة وما تليق بجمهور الرياضة. المباراة مع الفيصلي انتهت بنتيجة 1-3,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا.,hate
أداء فاشل من طحلبي اليوم، حسّونّا بالإحباط. المباراة مع الشباب انتهت بنتيجة 1-5,hate
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة.,hate
مرة ثانية طحلبي يحطمون الآمال، لازم حل جذري. المباراة مع الوحدة انتهت بنتيجة 2-0,hate
أداء فاشل من طاقيه اليوم، حسّونّا بالإحباط. المباراة مع الرائد انتهت بنتيجة 4-0,hate
طاقيه خرابيط، لازم إدارة تغيّر طريقة الاختيار.,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الوحدة انتهت بنتيجة 3-1,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا.,hate
أداء فاشل من طحلبي اليوم، حسّونّا بالإحباط.,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع ضمك انتهت بنتيجة 0-3,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طحلبي.,hate
فين الاحتراف؟ خدمي دايمًا بدون خطة واضحة. المباراة مع الوحدة انتهت بنتيجة 3-5,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا.,hate
فقراوي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الهلال انتهت بنتيجة 4-3,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا.,hate
بعض اللاعبين مثل فقراوي يضحكون على جمهورهم باللعب هذا.,hate
كالعادة فقراوي ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء. المباراة مع الهلال انتهت بنتيجة 1-0,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا. المباراة مع الفيصلي انتهت بنتيجة 1-5,hate
مرة ثانية فقراوي يحطمون الآمال، لازم حل جذري.,hate
فين الاحتراف؟ طحلبي دايمًا بدون خطة واضحة.,hate
فين الاحتراف؟ خدمي دايمًا بدون خطة واضحة. المباراة مع الفيصلي انتهت بنتيجة 1-3,hate
فقراوي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال. المباراة مع الأهلي انتهت بنتيجة 0-0,hate
أداء فاشل من طحلبي اليوم، حسّونّا بالإحباط. المباراة مع الوحدة انتهت بنتيجة 1-1,hate
